timestamp,variant,size,nx,nz,sim_time,nodes,ranks,threads_per_rank,total_cores,gpus,run_id,wall_time_s,d_mass,d_te,passed,raw_log
2026-05-31T19:19:38+08:00,mpi,easy,1000,500,20,1,2,1,2,0,3,37.6302,1.896614e-13,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r2_t1_g0_rep3.out
2026-05-31T19:19:59+08:00,mpi,easy,1000,500,20,1,4,1,4,0,1,18.9712,7.031731e-15,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r4_t1_g0_rep1.out
2026-05-31T19:20:19+08:00,mpi,easy,1000,500,20,1,4,1,4,0,2,18.9758,7.031731e-15,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r4_t1_g0_rep2.out
2026-05-31T19:20:40+08:00,mpi,easy,1000,500,20,1,4,1,4,0,3,19.0357,7.031731e-15,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r4_t1_g0_rep3.out
2026-05-31T19:20:51+08:00,mpi,easy,1000,500,20,1,8,1,8,0,1,9.74599,-5.976971e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r8_t1_g0_rep1.out
2026-05-31T19:21:03+08:00,mpi,easy,1000,500,20,1,8,1,8,0,2,9.7258,-5.976971e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r8_t1_g0_rep2.out
2026-05-31T19:21:15+08:00,mpi,easy,1000,500,20,1,8,1,8,0,3,9.75513,-5.976971e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r8_t1_g0_rep3.out
2026-05-31T19:21:22+08:00,mpi,easy,1000,500,20,1,16,1,16,0,1,5.03577,2.402508e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r16_t1_g0_rep1.out
2026-05-31T19:21:29+08:00,mpi,easy,1000,500,20,1,16,1,16,0,2,5.03826,2.402508e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r16_t1_g0_rep2.out
2026-05-31T19:21:37+08:00,mpi,easy,1000,500,20,1,16,1,16,0,3,5.04006,2.402508e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r16_t1_g0_rep3.out
2026-05-31T19:21:42+08:00,mpi,easy,1000,500,20,1,32,1,32,0,1,2.67515,2.617366e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r32_t1_g0_rep1.out
2026-05-31T19:21:55+08:00,mpi,easy,1000,500,20,1,32,1,32,0,2,2.75261,2.617366e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r32_t1_g0_rep2.out
2026-05-31T19:22:01+08:00,mpi,easy,1000,500,20,1,32,1,32,0,3,2.65514,2.617366e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_easy_n1_r32_t1_g0_rep3.out
2026-05-31T19:22:53+08:00,hybrid,easy,1000,500,20,1,2,16,32,0,1,2.95646,-1.679802e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r2_t16_g0_rep1.out
2026-05-31T19:22:57+08:00,hybrid,easy,1000,500,20,1,2,16,32,0,2,2.89783,-1.679802e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r2_t16_g0_rep2.out
2026-05-31T19:23:01+08:00,hybrid,easy,1000,500,20,1,2,16,32,0,3,2.86472,-1.679802e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r2_t16_g0_rep3.out
2026-05-31T19:23:06+08:00,hybrid,easy,1000,500,20,1,4,8,32,0,1,2.84862,2.070454e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r4_t8_g0_rep1.out
2026-05-31T19:23:10+08:00,hybrid,easy,1000,500,20,1,4,8,32,0,2,2.84833,2.070454e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r4_t8_g0_rep2.out
2026-05-31T19:23:18+08:00,hybrid,easy,1000,500,20,1,4,8,32,0,3,2.8396,2.070454e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r4_t8_g0_rep3.out
2026-05-31T19:23:22+08:00,hybrid,easy,1000,500,20,1,8,4,32,0,1,2.87017,-1.113357e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r8_t4_g0_rep1.out
2026-05-31T19:23:27+08:00,hybrid,easy,1000,500,20,1,8,4,32,0,2,2.84112,-1.113357e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r8_t4_g0_rep2.out
2026-05-31T19:23:31+08:00,hybrid,easy,1000,500,20,1,8,4,32,0,3,2.83997,-1.113357e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r8_t4_g0_rep3.out
2026-05-31T19:23:36+08:00,hybrid,easy,1000,500,20,1,16,2,32,0,1,2.78838,1.640737e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r16_t2_g0_rep1.out
2026-05-31T19:23:41+08:00,hybrid,easy,1000,500,20,1,16,2,32,0,2,2.79947,1.640737e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r16_t2_g0_rep2.out
2026-05-31T19:23:46+08:00,hybrid,easy,1000,500,20,1,16,2,32,0,3,2.78564,1.640737e-14,-5.822498e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_easy_n1_r16_t2_g0_rep3.out
2026-05-31T19:29:13+08:00,serial,medium,1600,800,20,1,1,1,1,0,1,318.096,5.224966e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/serial_medium_n1_r1_t1_g0_rep1.out
2026-05-31T19:34:34+08:00,serial,medium,1600,800,20,1,1,1,1,0,2,317.874,5.224966e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/serial_medium_n1_r1_t1_g0_rep2.out
2026-05-31T19:39:57+08:00,serial,medium,1600,800,20,1,1,1,1,0,3,319.847,5.224966e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/serial_medium_n1_r1_t1_g0_rep3.out
2026-05-31T19:46:41+08:00,openmp,medium,1600,800,20,1,1,1,1,0,1,339.831,5.224966e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t1_g0_rep1.out
2026-05-31T19:52:24+08:00,openmp,medium,1600,800,20,1,1,1,1,0,2,NaN,5.224966e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t1_g0_rep2.out
2026-05-31T19:58:07+08:00,openmp,medium,1600,800,20,1,1,1,1,0,3,339.666,5.224966e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t1_g0_rep3.out
2026-05-31T20:01:02+08:00,openmp,medium,1600,800,20,1,1,2,2,0,1,171.993,4.158487e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t2_g0_rep1.out
2026-05-31T20:03:55+08:00,openmp,medium,1600,800,20,1,1,2,2,0,2,171.248,4.158487e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t2_g0_rep2.out
2026-05-31T20:06:49+08:00,openmp,medium,1600,800,20,1,1,2,2,0,3,171.697,4.158487e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t2_g0_rep3.out
2026-05-31T20:08:19+08:00,openmp,medium,1600,800,20,1,1,4,4,0,1,87.8082,-4.041292e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t4_g0_rep1.out
2026-05-31T20:09:49+08:00,openmp,medium,1600,800,20,1,1,4,4,0,2,88.1428,-4.041292e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t4_g0_rep2.out
2026-05-31T20:11:19+08:00,openmp,medium,1600,800,20,1,1,4,4,0,3,87.7646,-4.041292e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t4_g0_rep3.out
2026-05-31T20:12:06+08:00,openmp,medium,1600,800,20,1,1,8,8,0,1,45.423,-3.183811e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t8_g0_rep1.out
2026-05-31T20:12:53+08:00,openmp,medium,1600,800,20,1,1,8,8,0,2,45.4093,-3.183811e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t8_g0_rep2.out
2026-05-31T20:13:40+08:00,openmp,medium,1600,800,20,1,1,8,8,0,3,45.3871,-3.183811e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t8_g0_rep3.out
2026-05-31T20:14:07+08:00,openmp,medium,1600,800,20,1,1,16,16,0,1,26.0479,-4.883146e-15,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t16_g0_rep1.out
2026-05-31T20:14:35+08:00,openmp,medium,1600,800,20,1,1,16,16,0,2,25.9538,-5.273798e-15,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t16_g0_rep2.out
2026-05-31T20:15:02+08:00,openmp,medium,1600,800,20,1,1,16,16,0,3,25.9295,-5.078472e-15,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t16_g0_rep3.out
2026-05-31T20:15:18+08:00,openmp,medium,1600,800,20,1,1,32,32,0,1,13.9438,-4.140908e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t32_g0_rep1.out
2026-05-31T20:15:34+08:00,openmp,medium,1600,800,20,1,1,32,32,0,2,13.9502,-4.179973e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t32_g0_rep2.out
2026-05-31T20:15:52+08:00,openmp,medium,1600,800,20,1,1,32,32,0,3,14.0264,-4.121375e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_medium_n1_r1_t32_g0_rep3.out
2026-05-31T20:21:28+08:00,mpi,medium,1600,800,20,1,1,1,1,0,1,318.869,5.224966e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r1_t1_g0_rep1.out
2026-05-31T20:26:49+08:00,mpi,medium,1600,800,20,1,1,1,1,0,2,317.777,5.224966e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r1_t1_g0_rep2.out
2026-05-31T20:32:10+08:00,mpi,medium,1600,800,20,1,1,1,1,0,3,317.837,5.224966e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r1_t1_g0_rep3.out
2026-05-31T20:34:50+08:00,mpi,medium,1600,800,20,1,2,1,2,0,1,158.089,-2.793160e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r2_t1_g0_rep1.out
2026-05-31T20:37:30+08:00,mpi,medium,1600,800,20,1,2,1,2,0,2,157.624,-2.793160e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r2_t1_g0_rep2.out
2026-05-31T20:40:11+08:00,mpi,medium,1600,800,20,1,2,1,2,0,3,158.065,-2.793160e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r2_t1_g0_rep3.out
2026-05-31T20:41:33+08:00,mpi,medium,1600,800,20,1,4,1,4,0,1,80.5943,3.941675e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r4_t1_g0_rep1.out
2026-05-31T20:42:56+08:00,mpi,medium,1600,800,20,1,4,1,4,0,2,80.4237,3.941675e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r4_t1_g0_rep2.out
2026-05-31T20:44:32+08:00,mpi,medium,1600,800,20,1,4,1,4,0,3,80.2908,3.941675e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r4_t1_g0_rep3.out
2026-05-31T20:45:14+08:00,mpi,medium,1600,800,20,1,8,1,8,0,1,40.9176,-1.002022e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r8_t1_g0_rep1.out
2026-05-31T20:45:58+08:00,mpi,medium,1600,800,20,1,8,1,8,0,2,40.9269,-1.002022e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r8_t1_g0_rep2.out
2026-05-31T20:46:41+08:00,mpi,medium,1600,800,20,1,8,1,8,0,3,40.9082,-1.002022e-13,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r8_t1_g0_rep3.out
2026-05-31T20:47:04+08:00,mpi,medium,1600,800,20,1,16,1,16,0,1,21.1625,-1.464944e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r16_t1_g0_rep1.out
2026-05-31T20:47:28+08:00,mpi,medium,1600,800,20,1,16,1,16,0,2,21.1475,-1.464944e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r16_t1_g0_rep2.out
2026-05-31T20:47:52+08:00,mpi,medium,1600,800,20,1,16,1,16,0,3,21.0854,-1.464944e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r16_t1_g0_rep3.out
2026-05-31T20:48:06+08:00,mpi,medium,1600,800,20,1,32,1,32,0,1,11.2675,-1.308683e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r32_t1_g0_rep1.out
2026-05-31T20:48:21+08:00,mpi,medium,1600,800,20,1,32,1,32,0,2,11.2846,-1.308683e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r32_t1_g0_rep2.out
2026-05-31T20:48:35+08:00,mpi,medium,1600,800,20,1,32,1,32,0,3,11.1525,-1.308683e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/mpi_medium_n1_r32_t1_g0_rep3.out
2026-05-31T20:49:29+08:00,hybrid,medium,1600,800,20,1,2,16,32,0,1,13.0975,-2.695497e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r2_t16_g0_rep1.out
2026-05-31T20:49:43+08:00,hybrid,medium,1600,800,20,1,2,16,32,0,2,13.0135,-2.675964e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r2_t16_g0_rep2.out
2026-05-31T20:49:58+08:00,hybrid,medium,1600,800,20,1,2,16,32,0,3,13.1432,-2.695497e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r2_t16_g0_rep3.out
2026-05-31T20:50:12+08:00,hybrid,medium,1600,800,20,1,4,8,32,0,1,12.7343,-5.469124e-15,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r4_t8_g0_rep1.out
2026-05-31T20:50:27+08:00,hybrid,medium,1600,800,20,1,4,8,32,0,2,12.7535,-5.469124e-15,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r4_t8_g0_rep2.out
2026-05-31T20:50:41+08:00,hybrid,medium,1600,800,20,1,4,8,32,0,3,12.7377,-5.469124e-15,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r4_t8_g0_rep3.out
2026-05-31T20:50:55+08:00,hybrid,medium,1600,800,20,1,8,4,32,0,1,12.4317,-1.367281e-15,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r8_t4_g0_rep1.out
2026-05-31T20:51:10+08:00,hybrid,medium,1600,800,20,1,8,4,32,0,2,12.5058,-1.367281e-15,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r8_t4_g0_rep2.out
2026-05-31T20:51:24+08:00,hybrid,medium,1600,800,20,1,8,4,32,0,3,12.4259,-1.367281e-15,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r8_t4_g0_rep3.out
2026-05-31T20:51:38+08:00,hybrid,medium,1600,800,20,1,16,2,32,0,1,12.0876,1.855595e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r16_t2_g0_rep1.out
2026-05-31T20:51:57+08:00,hybrid,medium,1600,800,20,1,16,2,32,0,2,12.3009,1.855595e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r16_t2_g0_rep2.out
2026-05-31T20:52:14+08:00,hybrid,medium,1600,800,20,1,16,2,32,0,3,12.0695,1.855595e-14,-5.822453e-05,true,/work/u6940591/miniWeather-bench/logs/runs/hybrid_medium_n1_r16_t2_g0_rep3.out
2026-05-31T21:03:47+08:00,serial,hard,2000,1000,20,1,1,1,1,0,1,623.309,-2.539236e-14,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/serial_hard_n1_r1_t1_g0_rep1.out
2026-05-31T21:14:14+08:00,serial,hard,2000,1000,20,1,1,1,1,0,2,623.313,-2.539236e-14,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/serial_hard_n1_r1_t1_g0_rep2.out
2026-05-31T21:24:43+08:00,serial,hard,2000,1000,20,1,1,1,1,0,3,625.539,-2.539236e-14,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/serial_hard_n1_r1_t1_g0_rep3.out
2026-05-31T21:31:05+08:00,openmp,hard,2000,1000,20,1,1,2,2,0,1,335.467,9.904973e-13,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t2_g0_rep1.out
2026-05-31T21:36:43+08:00,openmp,hard,2000,1000,20,1,1,2,2,0,2,335.856,9.904973e-13,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t2_g0_rep2.out
2026-05-31T21:42:21+08:00,openmp,hard,2000,1000,20,1,1,2,2,0,3,335.4,9.904973e-13,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t2_g0_rep3.out
2026-05-31T21:45:15+08:00,openmp,hard,2000,1000,20,1,1,4,4,0,1,171.438,-2.818552e-13,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t4_g0_rep1.out
2026-05-31T21:48:11+08:00,openmp,hard,2000,1000,20,1,1,4,4,0,2,171.003,-2.818552e-13,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t4_g0_rep2.out
2026-05-31T21:51:04+08:00,openmp,hard,2000,1000,20,1,1,4,4,0,3,171.479,-2.818552e-13,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t4_g0_rep3.out
2026-05-31T21:52:36+08:00,openmp,hard,2000,1000,20,1,1,8,8,0,1,89.5152,-2.033342e-13,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t8_g0_rep1.out
2026-05-31T21:54:07+08:00,openmp,hard,2000,1000,20,1,1,8,8,0,2,89.4401,-2.033342e-13,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t8_g0_rep2.out
2026-05-31T21:55:38+08:00,openmp,hard,2000,1000,20,1,1,8,8,0,3,89.4357,-2.033342e-13,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t8_g0_rep3.out
2026-05-31T21:56:32+08:00,openmp,hard,2000,1000,20,1,1,16,16,0,1,51.835,5.781645e-14,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t16_g0_rep1.out
2026-05-31T21:57:25+08:00,openmp,hard,2000,1000,20,1,1,16,16,0,2,51.9568,5.781645e-14,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t16_g0_rep2.out
2026-05-31T21:58:28+08:00,openmp,hard,2000,1000,20,1,1,16,16,0,3,51.7499,5.820710e-14,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t16_g0_rep3.out
2026-05-31T21:58:57+08:00,openmp,hard,2000,1000,20,1,1,32,32,0,1,28.3903,3.906517e-16,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t32_g0_rep1.out
2026-05-31T21:59:27+08:00,openmp,hard,2000,1000,20,1,1,32,32,0,2,28.2722,3.906517e-16,-5.822438e-05,true,/work/u6940591/miniWeather-bench/logs/runs/openmp_hard_n1_r1_t32_g0_rep2.out
